Cliente_Comprou_o_Titulo?,Idade,Profissao,Estado_Civil,Formacao,Cliente_Devedor?,Saldo_Conta_Corrente,Tem_Hipoteca?,Tem_Emprestimo?,Qte_de_Ligacoes_Feitas
Não,54,Autônomo,Casado,Ensino Superior,Não,368,Não,Não,4
Não,54,Diarista,Casado,Fundamental,Não,167,Sim,Não,2
Sim,54,Administrador,Casado,Ensino Médio,Não,1134,Sim,Não,3
Não,54,Administrador,Casado,Ensino Superior,Não,1168,Não,Não,5
Não,54,Administrador,Casado,Ensino Superior,Não,588,Não,Não,1
Sim,54,Administrador,Divorciado,Ensino Médio,Não,200,Não,Não,1
Sim,54,Desconhecido,Casado,Desconhecido,Não,895,Não,Não,1
Não,54,Técnico,Divorciado,Ensino Superior,Não,2133,Não,Não,1
Sim,54,Aposentado,Casado,Ensino Médio,Não,1371,Não,Não,2
Não,54,Administrador,Casado,Ensino Médio,Não,2895,Sim,Não,2
Não,54,Diarista,Casado,Fundamental,Não,3304,Não,Sim,7
Sim,54,Administrador,Casado,Desconhecido,Não,140,Não,Não,2
Não,54,Empresário,Divorciado,Ensino Superior,Não,5784,Não,Não,5
Sim,54,Desempregado,Divorciado,Ensino Médio,Não,309,Não,Não,1
Sim,54,Administrador,Solteiro,Ensino Superior,Não,4393,Sim,Não,3
Sim,54,Autônomo,Divorciado,Fundamental,Não,351,Sim,Não,2
Não,54,Administrador,Casado,Ensino Superior,Não,1146,Sim,Não,2
Sim,54,Empresário,Divorciado,Desconhecido,Não,4736,Sim,Não,6
Não,54,Administrador,Casado,Ensino Superior,Não,203,Não,Não,1
Sim,54,Administrador,Casado,Ensino Superior,Não,752,Não,Não,5
Não,54,Administrador,Casado,Ensino Superior,Não,195,Não,Sim,1
Não,54,Serviços Gerais,Casado,Desconhecido,Não,386,Não,Sim,1
Sim,54,Administrador,Casado,Ensino Médio,Não,1633,Não,Não,2
Não,54,Operário,Casado,Fundamental,Não,950,Sim,Não,2
Sim,54,Diarista,Casado,Ensino Superior,Não,2473,Não,Não,2
Sim,54,Administrador,Casado,Ensino Superior,Não,1014,Não,Sim,1
Não,54,Diarista,Casado,Fundamental,Não,212,Não,Não,4
Sim,54,Administrador,Divorciado,Ensino Médio,Não,1872,Não,Não,5
Não,54,Operário,Casado,Fundamental,Não,6242,Sim,Não,1
Sim,54,Diarista,Solteiro,Ensino Médio,Não,1213,Não,Não,1
Sim,54,Administrador,Casado,Ensino Médio,Não,66,Sim,Não,1
Sim,54,Administrador,Divorciado,Ensino Superior,Não,5475,Não,Não,4
Sim,54,Aposentado,Casado,Fundamental,Não,309,Não,Não,2
Sim,54,Desconhecido,Casado,Ensino Médio,Não,2206,Não,Não,1
Sim,54,Autônomo,Casado,Ensino Superior,Não,990,Não,Não,2
Não,54,Técnico,Casado,Ensino Médio,Não,827,Não,Sim,2
Não,54,Desempregado,Solteiro,Ensino Superior,Não,252,Sim,Não,1
Não,54,Operário,Casado,Fundamental,Não,2933,Sim,Não,2
Não,54,Administrador,Casado,Ensino Superior,Não,1411,Não,Não,2
Sim,54,Administrador,Divorciado,Ensino Médio,Não,300,Sim,Não,2
Sim,54,Técnico,Casado,Desconhecido,Não,240,Sim,Não,1
Não,54,Técnico,Solteiro,Ensino Médio,Não,198,Sim,Sim,1
Sim,54,Administrador,Casado,Ensino Superior,Não,8295,Não,Não,2
Sim,54,Técnico,Casado,Ensino Médio,Não,1938,Não,Sim,3
Sim,54,Técnico,Casado,Ensino Médio,Não,2102,Sim,Não,1
Sim,54,Autônomo,Solteiro,Ensino Superior,Não,384,Não,Sim,1
Sim,54,Técnico,Casado,Ensino Superior,Não,876,Não,Não,3
Sim,54,Técnico,Casado,Ensino Superior,Não,395,Não,Não,1
Não,54,Administrador,Casado,Ensino Superior,Não,313,Sim,Não,2
Sim,54,Aposentado,Divorciado,Ensino Superior,Não,3076,Não,Não,2
Sim,54,Administrador,Divorciado,Ensino Médio,Não,1693,Não,Não,1
Não,54,Aposentado,Divorciado,Ensino Superior,Não,6102,Sim,Sim,6
Não,54,Aposentado,Casado,Ensino Médio,Não,1851,Não,Não,3
Não,54,Aposentado,Casado,Ensino Médio,Não,522,Não,Sim,3
Sim,54,Técnico,Divorciado,Ensino Médio,Não,2156,Sim,Não,1
Sim,54,Aposentado,Casado,Ensino Médio,Não,3538,Não,Não,1
Não,54,Operário,Casado,Ensino Médio,Não,1070,Não,Não,4
Não,54,Desempregado,Solteiro,Ensino Médio,Não,3611,Sim,Não,1
Não,54,Administrador,Casado,Ensino Superior,Não,122,Sim,Não,3
Sim,54,Administrador,Casado,Ensino Superior,Não,1464,Não,Não,2
Não,54,Administrador,Divorciado,Ensino Superior,Não,129,Sim,Não,1
Não,54,Aposentado,Casado,Ensino Médio,Não,3846,Sim,Sim,2
Não,54,Diarista,Casado,Fundamental,Não,3151,Não,Não,7
Sim,54,Administrador,Casado,Fundamental,Não,2587,Não,Não,2
Sim,54,Desempregado,Divorciado,Ensino Médio,Não,1664,Não,Não,1
Não,54,Administrador,Casado,Ensino Superior,Não,284,Sim,Sim,5
Sim,54,Técnico,Casado,Ensino Médio,Não,114,Não,Não,3
Não,54,Administrador,Casado,Desconhecido,Não,24,Não,Não,10
Não,54,Administrador,Casado,Ensino Superior,Não,19,Não,Não,2
Sim,54,Administrador,Casado,Ensino Superior,Não,534,Não,Não,2
Não,54,Administrador,Casado,Ensino Médio,Não,1660,Não,Não,3
Sim,54,Desempregado,Casado,Ensino Médio,Não,377,Não,Não,1
Sim,54,Operário,Casado,Ensino Médio,Não,548,Não,Não,7
Não,54,Técnico,Casado,Ensino Médio,Não,3967,Não,Sim,3
Sim,54,Administrador,Casado,Ensino Superior,Não,1624,Não,Não,3
Não,54,Administrador,Casado,Ensino Médio,Sim,5249,Sim,Não,1
Não,54,Operário,Casado,Fundamental,Não,244,Sim,Não,2
Sim,54,Diarista,Casado,Ensino Médio,Não,962,Sim,Não,3
Sim,54,Técnico,Casado,Ensino Médio,Não,10185,Não,Não,1
Não,54,Aposentado,Solteiro,Fundamental,Não,767,Não,Não,2
Não,54,Aposentado,Casado,Fundamental,Não,11,Sim,Sim,10
Não,54,Administrador,Casado,Ensino Superior,Não,2819,Não,Não,3
Sim,54,Administrador,Casado,Ensino Superior,Não,1303,Não,Não,1
Não,54,Empresário,Casado,Ensino Superior,Não,84,Não,Não,2
Não,54,Autônomo,Divorciado,Fundamental,Não,4382,Sim,Não,4
Sim,54,Técnico,Casado,Ensino Médio,Não,10185,Não,Não,1
Sim,54,Desconhecido,Casado,Ensino Médio,Não,2206,Não,Não,1
Não,54,Técnico,Solteiro,Ensino Médio,Não,224,Não,Não,2
Sim,54,Operário,Casado,Ensino Médio,Não,1636,Não,Não,2
Sim,54,Administrador,Divorciado,Ensino Superior,Não,5475,Não,Não,1
Não,54,Aposentado,Divorciado,Fundamental,Não,52,Não,Não,3
Não,54,Aposentado,Divorciado,Fundamental,Não,22,Não,Não,4
Não,54,Serviços Gerais,Casado,Ensino Médio,Não,131,Não,Não,2
Não,54,Diarista,Divorciado,Ensino Superior,Não,9,Não,Sim,3
Sim,54,Técnico,Casado,Ensino Médio,Não,473,Não,Sim,1
Não,54,Técnico,Casado,Ensino Médio,Não,719,Sim,Não,1
Não,54,Administrador,Casado,Fundamental,Não,976,Sim,Não,3
Sim,54,Administrador,Casado,Ensino Superior,Não,184,Não,Não,2
Sim,54,Operário,Divorciado,Fundamental,Não,4401,Não,Não,1
Não,54,Administrador,Casado,Ensino Superior,Não,184,Não,Não,6
Não,54,Administrador,Divorciado,Ensino Superior,Não,3473,Sim,Não,2
Sim,54,Administrador,Casado,Ensino Superior,Não,1464,Não,Não,1
Não,54,Técnico,Divorciado,Ensino Médio,Não,136,Não,Sim,4
Não,54,Administrador,Casado,Ensino Superior,Não,1114,Sim,Não,2
Não,54,Operário,Casado,Ensino Médio,Não,506,Sim,Não,2
Não,54,Administrador,Casado,Ensino Médio,Não,865,Sim,Não,1
Não,54,Serviços Gerais,Casado,Ensino Médio,Não,171,Não,Sim,8
Sim,54,Serviços Gerais,Casado,Desconhecido,Não,386,Não,Sim,1
Não,54,Técnico,Casado,Ensino Superior,Não,4582,Sim,Não,1
Não,54,Operário,Casado,Fundamental,Não,2440,Não,Sim,1
Sim,54,Desempregado,Casado,Ensino Médio,Não,582,Sim,Não,5
Sim,54,Administrador,Divorciado,Ensino Superior,Não,12018,Sim,Não,2
Não,54,Administrador,Casado,Ensino Superior,Não,59,Sim,Não,1
Não,54,Aposentado,Divorciado,Ensino Médio,Não,2761,Não,Não,1
Não,54,Aposentado,Divorciado,Ensino Superior,Não,349,Sim,Não,2
Não,54,Operário,Divorciado,Fundamental,Não,215,Sim,Não,5
Não,54,Operário,Casado,Fundamental,Não,532,Não,Não,2
Não,54,Serviços Gerais,Casado,Ensino Médio,Não,4482,Sim,Não,2
Sim,54,Desempregado,Divorciado,Ensino Médio,Não,1664,Não,Não,3
Não,54,Administrador,Solteiro,Ensino Médio,Não,602,Não,Não,2
Não,54,Administrador,Casado,Ensino Superior,Não,1938,Sim,Não,7
Não,54,Autônomo,Casado,Fundamental,Não,1463,Não,Não,1
Não,54,Administrador,Casado,Fundamental,Não,366,Sim,Não,1
Sim,54,Técnico,Divorciado,Ensino Médio,Não,2156,Sim,Não,1
Sim,54,Operário,Casado,Fundamental,Não,1311,Não,Não,3
Sim,54,Desconhecido,Casado,Ensino Médio,Não,2206,Não,Não,1
Sim,54,Administrador,Casado,Ensino Médio,Não,602,Não,Não,2
Não,54,Técnico,Casado,Fundamental,Não,3067,Sim,Não,3
Não,54,Operário,Casado,Fundamental,Não,316,Sim,Não,1
Não,54,Operário,Casado,Fundamental,Não,258,Não,Não,1
Sim,54,Administrador,Divorciado,Ensino Superior,Não,487,Sim,Não,4
Sim,54,Administrador,Casado,Ensino Superior,Não,8295,Não,Não,1
Não,54,Administrador,Divorciado,Ensino Superior,Não,7010,Não,Não,2
Sim,54,Desempregado,Casado,Ensino Médio,Não,1561,Não,Não,3
Sim,54,Técnico,Divorciado,Ensino Médio,Não,859,Não,Sim,1
Sim,54,Técnico,Solteiro,Ensino Superior,Não,467,Sim,Não,3
Não,54,Técnico,Casado,Ensino Superior,Sim,337,Sim,Não,2
Não,54,Administrador,Casado,Ensino Superior,Não,6525,Sim,Não,1
Não,55,Administrador,Casado,Ensino Superior,Não,1161,Sim,Não,6
Não,55,Administrador,Divorciado,Ensino Superior,Não,446,Não,Não,1
Sim,55,Técnico,Casado,Desconhecido,Não,240,Sim,Não,3
Não,55,Administrador,Casado,Ensino Superior,Não,171,Sim,Não,6
Não,55,Empresário,Casado,Ensino Superior,Não,323,Sim,Sim,1
Não,55,Aposentado,Casado,Ensino Médio,Não,102,Sim,Não,1
Não,55,Empresário,Divorciado,Fundamental,Não,29,Não,Não,1
Sim,55,Técnico,Divorciado,Ensino Médio,Não,3450,Não,Não,1
Sim,55,Desconhecido,Casado,Ensino Médio,Não,2206,Não,Não,1
Não,55,Técnico,Casado,Ensino Médio,Não,312,Não,Não,8
Sim,55,Desempregado,Divorciado,Ensino Médio,Não,387,Sim,Não,1
Não,55,Administrador,Casado,Ensino Médio,Não,420,Sim,Não,3
Não,55,Aposentado,Casado,Ensino Superior,Não,357,Sim,Não,1
Sim,55,Administrador,Casado,Ensino Médio,Não,1633,Não,Não,1
Não,55,Aposentado,Casado,Ensino Superior,Não,101,Sim,Não,1
Sim,55,Operário,Divorciado,Ensino Médio,Não,1613,Sim,Não,1
Não,55,Administrador,Solteiro,Ensino Médio,Não,220,Sim,Não,2
Sim,55,Administrador,Casado,Desconhecido,Não,3122,Não,Não,1
Sim,55,Administrador,Casado,Ensino Médio,Não,602,Não,Não,3
Não,55,Diarista,Casado,Fundamental,Não,3680,Não,Não,1
Sim,55,Aposentado,Divorciado,Ensino Médio,Não,1580,Não,Sim,1
Sim,55,Diarista,Casado,Fundamental,Não,2152,Não,Não,2
Não,55,Técnico,Casado,Ensino Médio,Não,570,Não,Não,6
Não,55,Desempregado,Casado,Fundamental,Não,8585,Não,Não,2
Sim,55,Administrador,Casado,Ensino Médio,Não,8304,Não,Não,1
Sim,55,Técnico,Casado,Ensino Superior,Não,169,Não,Sim,2
Sim,55,Aposentado,Casado,Fundamental,Não,3334,Não,Não,4
Sim,55,Diarista,Casado,Ensino Médio,Não,962,Sim,Não,1
Sim,55,Diarista,Divorciado,Fundamental,Não,976,Não,Não,1
Não,55,Desempregado,Casado,Ensino Médio,Não,1436,Sim,Não,2
Não,55,Administrador,Casado,Ensino Médio,Não,1102,Sim,Não,2
Sim,55,Operário,Casado,Desconhecido,Não,7561,Não,Não,3
Não,55,Operário,Divorciado,Ensino Médio,Não,496,Não,Sim,4
Não,55,Operário,Casado,Fundamental,Não,781,Sim,Não,3
Sim,55,Diarista,Casado,Desconhecido,Não,366,Não,Não,3
Sim,55,Administrador,Casado,Desconhecido,Não,1504,Sim,Não,3
Sim,55,Técnico,Casado,Ensino Médio,Não,264,Sim,Sim,5
Sim,55,Operário,Casado,Fundamental,Não,3485,Não,Não,4
Não,55,Desempregado,Casado,Fundamental,Não,1221,Não,Sim,1
Não,55,Serviços Gerais,Solteiro,Ensino Médio,Não,1539,Não,Não,2
Sim,55,Aposentado,Divorciado,Ensino Médio,Não,2204,Não,Não,1
Não,55,Desempregado,Solteiro,Fundamental,Não,274,Não,Não,5
Não,55,Operário,Casado,Ensino Médio,Não,93,Não,Sim,1
Não,55,Administrador,Casado,Fundamental,Não,319,Não,Não,3
Não,55,Administrador,Casado,Ensino Médio,Não,865,Sim,Não,1
Não,55,Aposentado,Casado,Ensino Médio,Não,1431,Não,Sim,1
Não,55,Aposentado,Casado,Ensino Médio,Não,241,Sim,Não,6
Não,55,Administrador,Casado,Desconhecido,Não,559,Não,Não,2
Não,55,Administrador,Casado,Fundamental,Não,19,Sim,Não,3
Não,55,Desconhecido,Casado,Ensino Médio,Não,1157,Não,Não,1
Não,55,Operário,Casado,Fundamental,Não,158,Sim,Não,18
Sim,55,Administrador,Casado,Ensino Médio,Não,602,Não,Não,1
Não,55,Técnico,Divorciado,Ensino Superior,Não,264,Sim,Não,2
Não,55,Técnico,Divorciado,Ensino Médio,Sim,284,Sim,Não,2
Sim,55,Operário,Casado,Fundamental,Não,512,Não,Não,2
Sim,55,Administrador,Casado,Desconhecido,Não,1504,Sim,Não,2
Não,55,Administrador,Casado,Ensino Superior,Não,86,Não,Não,1
Não,55,Diarista,Casado,Fundamental,Não,4,Não,Não,3
Não,55,Aposentado,Casado,Ensino Médio,Não,2312,Não,Não,1
Sim,55,Administrador,Casado,Ensino Médio,Não,139,Não,Não,1
Sim,55,Administrador,Divorciado,Ensino Superior,Não,2037,Não,Não,2
Não,55,Aposentado,Divorciado,Ensino Médio,Não,282,Sim,Não,2
Sim,55,Administrador,Divorciado,Ensino Superior,Não,9756,Sim,Não,2
Sim,55,Administrador,Casado,Ensino Superior,Não,3848,Sim,Não,2
Não,55,Operário,Solteiro,Ensino Superior,Não,325,Sim,Não,1
Sim,55,Desempregado,Divorciado,Ensino Médio,Não,309,Não,Não,2
Sim,55,Administrador,Casado,Ensino Médio,Não,1662,Não,Não,2
Sim,55,Diarista,Casado,Ensino Médio,Não,127,Sim,Não,8
Sim,55,Administrador,Divorciado,Ensino Médio,Não,204,Sim,Não,2
Não,55,Aposentado,Casado,Fundamental,Não,3876,Não,Não,1
Não,55,Administrador,Casado,Fundamental,Não,384,Não,Não,1
Não,55,Operário,Solteiro,Fundamental,Não,1187,Sim,Não,2
Sim,55,Serviços Gerais,Casado,Desconhecido,Não,2944,Não,Não,6
Não,55,Administrador,Divorciado,Ensino Superior,Não,8044,Sim,Não,5
Sim,55,Técnico,Casado,Ensino Superior,Não,1320,Não,Não,1
Não,55,Administrador,Divorciado,Ensino Superior,Não,668,Não,Não,6
Não,55,Técnico,Casado,Ensino Médio,Não,517,Sim,Sim,3
Sim,55,Administrador,Divorciado,Ensino Superior,Não,2037,Não,Não,2
Não,55,Desempregado,Casado,Ensino Médio,Não,512,Não,Não,1
Não,55,Serviços Gerais,Casado,Ensino Médio,Não,283,Sim,Não,1
Sim,55,Empresário,Casado,Ensino Médio,Não,27624,Não,Não,1
Não,55,Administrador,Casado,Ensino Superior,Não,42,Sim,Não,2
Não,55,Aposentado,Casado,Ensino Médio,Não,493,Sim,Não,7
Não,55,Aposentado,Casado,Fundamental,Não,2,Não,Não,4
Não,55,Operário,Casado,Desconhecido,Não,6134,Não,Não,2
Não,55,Administrador,Casado,Ensino Superior,Não,5010,Não,Não,1
Sim,55,Administrador,Casado,Desconhecido,Não,2038,Não,Não,1
Não,55,Operário,Divorciado,Fundamental,Não,410,Não,Sim,2
Sim,55,Operário,Casado,Ensino Médio,Não,3917,Sim,Não,1
Não,55,Serviços Gerais,Casado,Ensino Superior,Não,606,Não,Sim,2
Sim,55,Administrador,Divorciado,Ensino Médio,Não,1872,Não,Não,2
Sim,55,Técnico,Casado,Ensino Médio,Não,1938,Não,Sim,1
Não,55,Administrador,Casado,Ensino Superior,Não,655,Não,Não,6
Não,55,Autônomo,Casado,Ensino Médio,Não,12159,Sim,Não,2
Sim,55,Administrador,Casado,Ensino Médio,Não,602,Não,Não,2
Não,55,Aposentado,Casado,Ensino Superior,Não,357,Sim,Não,1
Sim,55,Técnico,Casado,Ensino Médio,Não,3899,Sim,Não,4
Sim,55,Operário,Casado,Desconhecido,Não,890,Não,Não,2
Não,55,Aposentado,Casado,Ensino Médio,Não,6690,Não,Não,1
Não,55,Técnico,Casado,Ensino Médio,Não,6958,Sim,Sim,2
Não,55,Administrador,Divorciado,Ensino Superior,Não,608,Sim,Não,2
Sim,55,Operário,Casado,Ensino Médio,Não,196,Não,Não,1
Sim,55,Técnico,Casado,Ensino Superior,Não,1320,Não,Não,2
Não,55,Operário,Casado,Ensino Médio,Não,467,Não,Não,5
Não,55,Diarista,Casado,Fundamental,Não,10,Não,Não,3
Não,55,Empresário,Casado,Ensino Médio,Não,113,Sim,Não,1
Não,55,Diarista,Casado,Fundamental,Não,1537,Não,Não,1
Não,55,Serviços Gerais,Divorciado,Ensino Médio,Não,2166,Sim,Não,17
Não,55,Administrador,Casado,Ensino Superior,Não,1433,Não,Não,3
Não,55,Técnico,Casado,Ensino Médio,Não,517,Sim,Sim,4
Sim,55,Administrador,Casado,Ensino Superior,Não,12972,Não,Não,1
Não,55,Administrador,Divorciado,Ensino Médio,Não,1693,Não,Não,1
Não,55,Operário,Casado,Fundamental,Não,3297,Sim,Sim,1
Não,55,Serviços Gerais,Divorciado,Ensino Médio,Não,322,Sim,Não,1
Não,55,Administrador,Casado,Ensino Superior,Não,154,Não,Não,2
Não,55,Desempregado,Casado,Fundamental,Não,1212,Não,Não,1
Não,55,Operário,Casado,Ensino Médio,Não,660,Não,Não,1
Não,55,Técnico,Casado,Desconhecido,Não,574,Sim,Não,2
Sim,55,Administrador,Casado,Ensino Superior,Não,568,Não,Não,10
Sim,55,Administrador,Casado,Ensino Superior,Não,7803,Não,Não,1
Não,55,Administrador,Casado,Ensino Médio,Não,2410,Sim,Não,1
Sim,55,Administrador,Casado,Ensino Médio,Não,2693,Não,Não,1
Não,55,Operário,Casado,Ensino Médio,Não,2059,Sim,Não,1
Não,55,Técnico,Solteiro,Ensino Médio,Não,1199,Não,Sim,10
Não,55,Técnico,Casado,Ensino Médio,Não,462,Não,Não,2
Não,55,Técnico,Casado,Ensino Médio,Não,276,Sim,Não,1
Não,55,Operário,Casado,Desconhecido,Não,23,Não,Não,1
Não,55,Administrador,Solteiro,Ensino Superior,Não,1498,Não,Não,5
Não,55,Administrador,Casado,Ensino Superior,Não,23189,Sim,Não,1
Não,55,Administrador,Casado,Ensino Superior,Não,46,Não,Não,4
Não,55,Autônomo,Casado,Ensino Médio,Não,2408,Não,Não,2
Não,55,Diarista,Casado,Fundamental,Não,1563,Sim,Não,2
Não,55,Administrador,Casado,Ensino Superior,Não,505,Sim,Não,1
Não,55,Aposentado,Casado,Ensino Médio,Não,1279,Sim,Não,3
Não,55,Aposentado,Casado,Ensino Superior,Não,2929,Não,Não,3
Não,55,Operário,Divorciado,Ensino Médio,Não,7378,Não,Não,3
Sim,55,Serviços Gerais,Casado,Ensino Médio,Não,2476,Sim,Não,1
Sim,55,Desempregado,Divorciado,Ensino Médio,Não,309,Não,Não,1
Não,55,Administrador,Casado,Ensino Superior,Não,73,Sim,Não,2
Sim,55,Operário,Divorciado,Fundamental,Não,8180,Não,Não,2
Sim,55,Administrador,Casado,Fundamental,Não,113,Não,Não,1
Não,55,Operário,Casado,Ensino Médio,Não,2854,Sim,Não,1
Não,55,Administrador,Casado,Ensino Médio,Não,183,Sim,Não,1
Não,55,Técnico,Casado,Ensino Superior,Não,11,Não,Não,2
Não,55,Administrador,Casado,Desconhecido,Não,179,Não,Não,1
Não,55,Técnico,Casado,Desconhecido,Não,1393,Sim,Sim,5
Não,55,Operário,Casado,Fundamental,Não,11,Não,Não,2
Sim,55,Aposentado,Casado,Ensino Médio,Não,1504,Sim,Sim,1
Não,55,Desempregado,Casado,Ensino Superior,Não,5345,Não,Não,1
Não,55,Administrador,Casado,Fundamental,Não,621,Não,Sim,1
Não,55,Serviços Gerais,Casado,Ensino Médio,Não,841,Sim,Não,9
Não,55,Administrador,Casado,Ensino Médio,Não,512,Não,Não,4
Sim,55,Administrador,Divorciado,Ensino Superior,Não,2383,Não,Não,2
Não,55,Aposentado,Casado,Fundamental,Não,1821,Não,Não,2
Não,55,Administrador,Casado,Ensino Superior,Não,13578,Não,Não,2
Não,55,Aposentado,Divorciado,Ensino Superior,Não,816,Não,Não,3
Sim,55,Empresário,Divorciado,Ensino Médio,Não,538,Sim,Não,2
Não,55,Operário,Divorciado,Desconhecido,Não,103,Sim,Não,3
Não,55,Serviços Gerais,Divorciado,Fundamental,Não,2923,Sim,Não,2
Sim,55,Operário,Casado,Ensino Médio,Não,49,Sim,Não,4
Sim,55,Técnico,Divorciado,Ensino Médio,Sim,4,Não,Não,1
Não,55,Administrador,Divorciado,Fundamental,Não,3629,Sim,Não,1
Não,55,Administrador,Casado,Ensino Superior,Não,16786,Não,Não,1
Sim,55,Administrador,Casado,Ensino Médio,Não,8304,Não,Não,1
Sim,55,Administrador,Divorciado,Ensino Superior,Não,2383,Não,Não,2
Não,55,Serviços Gerais,Casado,Ensino Médio,Não,244,Sim,Não,1
Sim,55,Diarista,Divorciado,Fundamental,Não,77,Não,Não,6
Não,55,Administrador,Solteiro,Ensino Superior,Não,797,Não,Não,2
Não,55,Operário,Casado,Ensino Médio,Sim,67,Não,Não,2
Não,55,Empresário,Casado,Ensino Médio,Não,814,Não,Sim,12
Sim,55,Administrador,Casado,Fundamental,Não,2587,Não,Não,2
Não,56,Administrador,Casado,Ensino Superior,Não,746,Não,Não,1
Não,56,Administrador,Casado,Ensino Superior,Não,2551,Sim,Não,2
Não,56,Administrador,Casado,Ensino Superior,Não,25290,Não,Não,12
Sim,56,Administrador,Casado,Desconhecido,Não,4623,Não,Não,1
Não,56,Autônomo,Casado,Ensino Superior,Não,411,Não,Não,4
Sim,56,Técnico,Divorciado,Ensino Médio,Não,146,Sim,Não,3
Não,56,Administrador,Casado,Fundamental,Não,202,Sim,Não,2
Sim,56,Aposentado,Casado,Ensino Médio,Não,1044,Não,Não,2
Não,56,Operário,Casado,Ensino Médio,Não,385,Não,Não,3
Sim,56,Operário,Casado,Fundamental,Não,8163,Não,Não,4
Sim,56,Operário,Casado,Fundamental,Não,3498,Não,Não,2
Não,56,Diarista,Divorciado,Ensino Médio,Não,1866,Não,Sim,1
Sim,56,Aposentado,Casado,Ensino Médio,Não,3738,Sim,Não,1
Não,56,Aposentado,Casado,Fundamental,Não,1906,Não,Sim,9
Não,56,Autônomo,Casado,Ensino Médio,Não,784,Não,Sim,2
Sim,56,Operário,Solteiro,Ensino Médio,Não,663,Não,Sim,3
Não,56,Administrador,Casado,Ensino Superior,Não,705,Não,Não,2
Sim,56,Administrador,Casado,Ensino Médio,Não,45,Não,Não,1
Sim,56,Aposentado,Casado,Fundamental,Não,9367,Não,Não,2
Não,56,Administrador,Casado,Ensino Superior,Não,171,Não,Sim,2
Sim,56,Aposentado,Casado,Fundamental,Não,1947,Não,Não,2
Não,56,Administrador,Casado,Ensino Médio,Não,5310,Não,Não,1
Não,56,Aposentado,Casado,Fundamental,Não,63,Não,Não,2
Não,56,Administrador,Casado,Ensino Superior,Não,505,Sim,Sim,1
